remote_ip2num,is_tcp,is_udp,pkt_len
1249713597,1,0,59
1249713597,1,0,0
1751852586,1,0,0
1751852586,1,0,0
1751852586,1,0,0
2899904238,1,0,79
2899904238,1,0,101
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,101
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,176
2899904238,1,0,46
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,46
2899904238,1,0,0
2899904238,1,0,77
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1036
2899904238,1,0,130
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,262
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,137
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,42
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,50
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,497
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,165
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,0
2899904238,1,0,1288
2899904238,1,0,1288
2899904238,1,0,1054
